eval_name,CourseLevel,did,cid,question_type,question,label,value,value_5pt_adjusted,eval_sort_order,l_name,f_name,answer_text,Student,StudentFirst,StudentLast,OSCE Flags,eval_end_date,Yr,Block,ProcPercent,EPA_Tag,EPA_Abbrev,EPA Committee
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,<b>Teamwork and Professionalism</b>,4<bR><br>,4,4,,Summary,Evaluation,,"Lovegood, Luna",Luna,Lovegood,,3/31/17,2017,2,0.4,T,Trustworthiness,"Cutrer, Bill"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Short Answer,"Narrative Comments
<br> </br>
Please comment on this student's performance in each competency. Comments should refer to specific behaviors, reinforce/clarify your above ratings, and particularly address areas of strength and weakness. These comments may be included in the Dean's Letter.",,,,,Summary,Evaluation,"Luna is very enthusiastic and dedicated. She is very professional and committed. In addition she is very inquisitive, particularly in trying to understand the pathophysiology of the cases she presented. Her medical knowledge was adequate for her level. She has excellent interpersonal and communication skills. Her presentations were very organized and thorough. She was very responsive to feedback and I was able to notice a significant improvement in her performance.","Lovegood, Luna",Luna,Lovegood,,3/31/17,2017,2,0.4,G,General,"Cutrer, Bill"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Short Answer,"<b>Areas for Improvement </b>
Please comment on areas where this student's performance could be improved. These comments will be shared with the student but not included in the MSPE (Dean's) letter.",,,,,Summary,Evaluation,She needs to develop a differential diagnosis and ask specific questions in a hypothesis driven fashion. She was encouraged to continue to expand her medical knowledge.,"Lovegood, Luna",Luna,Lovegood,,3/31/17,2017,2,0.4,G,General,"Cutrer, Bill"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,<strong>Presentation skills: new patient and follow up</strong>,3<bR><br>,3,3,,Summary,Evaluation,,"Lovegood, Luna",Luna,Lovegood,,3/31/17,2017,2,0.4,6,Oral Presentation,"Cutrer, Bill"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,Professionalism<br>,4<bR><br>,4,4,,Summary,Evaluation,,"Lovegood, Luna",Luna,Lovegood,,3/31/17,2017,2,0.4,T,Trustworthiness,"Cutrer, Bill"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Short Answer,Comments from house staff and attendings,,,,,Summary,Evaluation,"ALLEN HOUSESTAFF

Fund of knowledge:  Luna is motivated and curious.  She is always looking things up to aid her learning and is always asking appropriate questions.  Her fund of knowledge is appropriate for her current level.  
Patient care skills: She takes complete history and physical exams.  She is a good historian and thorough in collection of her information.  She is able to synthesize information well.
Presentations: clear, accurate, and succinct presentations that have improved much through the rotation.  She is currently on her first inpatient rotation
Communication skills: Good communication skills with the team and consultants and the patients. 
Professionalism: Always professional and has a good attitude.  Integrates feedback well 
Team work: Great team member 
Teaching: shares knowledge with the team about subjects that she looks up.  Did a comprehensive presentation on COPD etiologies and management.

Luna (Luna) Lovegood
Patient care skills: Luna showed great empathy and caring in working with her patients. She assisted in caring for a particularly difficult patient in the ICU who had a complicated psychiatric and substance abuse history, and remained calm and collected in working with the patient. She has excellent bedside manner and technical skills.
Presentation: Luna's presentations were clear, and she continued to gain confidence in her presentation skills throughout the rotation.
Professionalism: Luna maintained a positive attitude throughout the rotation and demonstrated enthusiasm for learning and participating in patient care. She collaborated with the other medical students on the team, all of whom were sub-Is, and graciously took the opportunity to learn from their experience.
Team work: Luna was an active team member and was extremely helpful in obtaining collateral information about our patients, which is an essential component of ICU level care. 

Luna did a great job on her time in the Allen ICU.  The ICU is an extremely challenging place to work early in clinical rotations, and during Luna's time we had very complex patients.  Luna quickly adapted and in no time was mastering complicated medical topics.  She was extremely responsible, thorough and always eager to help.  She was also very responsive to feedback and it showed in how quickly she learned to present and manage very complex patients.  

Luna (Luna) Lovegood
- Fund of knowledge: Luna has a great fund of knowledge, and was very proactive in reading about her patients and supplementing and building on what she knows to round out her understanding of her patients. She was very motivated in immersing her self in really getting to know her patients.  
- Patient care skills: Luna was very diligent and thorough in her H&Ps. She was dedicated to spending additional time with her patients to fully understand their presentations, and in several instances her conversations with her patients and their outpatient providers directly impacted our treatment plans (for example, in collecting history about prior ARVs her patient had tried to help us craft a new regimen for his HIV given newly discovered tenofovir toxicity). 
- Presentations: Luna gave excellent presentations. She was thorough and succinct, and even in the setting of sensitive bedside presentations she was able to present cases in a way that was sensitive to the patient yet honest and thorough for the team. She handled herself extremely well! 
- Communication skills: Luna had excellent communication skills. She continuously checked in on her patients, and developed warm, caring therapeutic relationships with them which I know the patients appreciated. She was also instrumental in helping to communicate with outpatient providers and family members to help make their transitions of care more seamless and effective. 
- Professionalism and attitude: Luna was always very professional and respectful to everyone around her. She was very dedicated and hardworking, and her excellent work ethic came across in her interactions with the team. 
- Team work: Luna was an integral member of our team and did an excellent job of helping to carve out her own effective role on the team. She was proactive and accomplished tasks she could help with without even being asked. She certainly helped make our work (and the care of her patients!) easier and more efficient. 
- Teaching: Luna was very proactive about contributing to our teams' education as well, both through using her presentations as opportunities for reading and teaching points, and through topic presentations she gave during rounds.  
Overall, Luna was a key member of our team and an excellent medical student, and I thoroughly enjoyed working with her!


ALLEN ATTENDINGS

Fund of knowledge-average
Patient care skills-average
Presentations-this was a weakness.  She completely read an entire presentation from her computer and was switching between screens to look for data.  She did not seem to have memorized any of the presentation.
Professionalism-average

She was professional with a good attitude (professionalism).  She was effective and always willing to help (teamwork).  The one or two presentations I heard were clear and accurate, not too lengthy (appropriate), but not necessarily from memory.  

Luna did not get the opportunity to be observed too long but her one presentation was thoughtful and well formatted.

Luna:
Fund of knowledge : outstanding, often had intern level understanding of situations
Patient care skills: excellent- helped the residents considerably
Presentations: outstanding- very clear thinking and all relevant details presented
Communication skills: excellent, only weakness is that she is a bit quiet, but works very well with patients and families
Professionalism : excellent
Team work: outstanding- helped out everyone a lot
Teaching: outstanding- presentations excellent 

Fund of knowledge great fund of knowledge and she continues to read on new topics
Patient care skills: thorough histories, did not watch her do PE
Presentations: could be long, repeating same info several times, continue to practice presentations focusing on pertinent details. No need to report everything the patient tells you, but try to paint a picture of what you think is going on to guide to your top diagnosis within your differential. practice out loud, this will help your efficiency 
Communication skills: soft spoken, but respectful. interacts well with staff and patients
Professionalism hardworking with a positive attitude, encourage you to become more outspoken
Team work: per team helped with all aspects of patient care
Teaching: did several small presentations on questions raised during rounds the previous day in concise, easy to digest modules 

Luna Lovegood demonstrated excellent bedside manner, empathy, and solid knowledge base, and enthusiasm during our busy ICU rotation during which we interacted for under a week. She was initially guarded, much as we all were this early in our training but displayed a real sense of caring, warm bedside demeanor and a strong interest  in learning and teachability. Superb beginning, portends a very promising future. 

Luna did a very good job in the Allen ICU during her MCY rotation.  She participated in rounds and academic discussions. ","Lovegood, Luna",Luna,Lovegood,,3/31/17,2017,2,0.4,G,General,"Cutrer, Bill"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,<b>Clinical reasoning skills</b><br>,4<bR><br>,4,4,,Summary,Evaluation,,"Finnigan, Seamus",Seamus,Finnigan,,3/31/17,2017,2,0.4,1,History and Physical,"Phillipi, Carrie"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,<b>History taking skills</b><br>,3<bR><br>,3,3,,Summary,Evaluation,,"Finnigan, Seamus",Seamus,Finnigan,,3/31/17,2017,2,0.4,1,History and Physical,"Phillipi, Carrie"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,<b>Physical examination skills</b><br>,4<bR><br>,4,4,,Summary,Evaluation,,"Finnigan, Seamus",Seamus,Finnigan,,3/31/17,2017,2,0.4,1,History and Physical,"Phillipi, Carrie"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,<b>Write ups</b>,4<bR><br>,4,4,,Summary,Evaluation,,"Finnigan, Seamus",Seamus,Finnigan,,3/31/17,2017,2,0.4,5,Patient record,"Phillipi, Carrie"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Short Answer,"<b>Areas for Improvement </b>
Please comment on areas where this student's performance could be improved. These comments will be shared with the student but not included in the MSPE (Dean's) letter.",,,,,Summary,Evaluation,He was encouraged to continue to expand his medical knowledge and to make reference to literature to support his proposed treatment and management plan.,"Finnigan, Seamus",Seamus,Finnigan,,3/31/17,2017,2,0.4,G,General,"Phillipi, Carrie"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,<b>Teamwork and Professionalism</b>,4<bR><br>,4,4,,Summary,Evaluation,,"Finnigan, Seamus",Seamus,Finnigan,,3/31/17,2017,2,0.4,T,Trustworthiness,"Phillipi, Carrie"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Short Answer,"Narrative Comments
<br> </br>
Please comment on this student's performance in each competency. Comments should refer to specific behaviors, reinforce/clarify your above ratings, and particularly address areas of strength and weakness. These comments may be included in the Dean's Letter.",,,,,Summary,Evaluation,"Seamus is an outstanding student. He is very enthusiastic and committed. His fund of knowledge surpassed his level. He is very inquisitive, particularly in trying to understand the pathophysiology of the cases he presented. His presentations were very thorough and highly organized. He has excellent interpersonal and communications skills. He was very responsive to feedback and I was able to notice significant improvement in his performance.","Finnigan, Seamus",Seamus,Finnigan,,3/31/17,2017,2,0.4,G,General,"Phillipi, Carrie"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,<b>Clinical reasoning skills</b><br>,3<bR><br>,3,3,,Summary,Evaluation,,"Lovegood, Luna",Luna,Lovegood,,3/31/17,2017,2,0.4,1,History and Physical,"Cutrer, Bill"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,<b>History taking skills</b><br>,3<bR><br>,3,3,,Summary,Evaluation,,"Lovegood, Luna",Luna,Lovegood,,3/31/17,2017,2,0.4,1,History and Physical,"Cutrer, Bill"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,<b>Physical examination skills</b><br>,3<bR><br>,3,3,,Summary,Evaluation,,"Lovegood, Luna",Luna,Lovegood,,3/31/17,2017,2,0.4,1,History and Physical,"Cutrer, Bill"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,<b>Write ups</b>,3<bR><br>,3,3,,Summary,Evaluation,,"Lovegood, Luna",Luna,Lovegood,,3/31/17,2017,2,0.4,5,Patient record,"Cutrer, Bill"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,Professionalism<br>,4<bR><br>,4,4,,Summary,Evaluation,,"Clearwater, Penelope",Penelope,Clearwater,,11/17/17,2017,7,0,T,Trustworthiness,"Cutrer, Bill"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Short Answer,Comments on the Observed H and P,,,,,Summary,Evaluation,"established excellent rapport with patient
took a very organized history
excellent detailed PE
formulated a clear differential dx and explained it to the patient well","Clearwater, Penelope",Penelope,Clearwater,,11/17/17,2017,7,0,1,History and Physical,"Cutrer, Bill"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,<b>Clinical reasoning skills</b><br>,4<bR><br>,4,4,,Summary,Evaluation,,"Granger, Hermione",Hermione,Granger,,11/17/17,2017,7,0.4,1,History and Physical,"Barron, Beth"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Short Answer,Comments from house staff and attendings,,,,,Summary,Evaluation,"Attending: 

Demonstrated very good clinical judgment and communicated her thoughts very well. Excellent documentation of events, progress of patient's clinical course, treatment plan, in her progress notes. Overall a very good student.


Residents: 
Very good medical knowledge and was able to apply it in making diagnosis and coming up with the correct treatment plan for most of her cases. Established rapport with patients, family members and colleagues easily. Extremely enthusiastic and excited about learning and looked for any opportunity to learn. Knew the answers to most of the clinical questions brought up during rounds, came well prepared for work rounds and had all new data on her patients and discussed progress which was accurate and had appropriate plans. Presentations very well organized, comprehensive and had most of the required information to adequately make an assessment of the patient.  Made a few very well prepared presentations on selected topics.
Very professional, pleasant and got along well with all and worked as an active member of the team.","Chang, Cho",Cho,Chang,,11/17/17,2017,7,0.2,G,General,"Ryan, Mike"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Short Answer,"Narrative Comments
<br> </br>
Please comment on this student's performance in each competency. Comments should refer to specific behaviors, reinforce/clarify your above ratings, and particularly address areas of strength and weakness. These comments may be included in the Dean's Letter.",,,,,Summary,Evaluation,"Hermione is an exceptional medical student who's professionalism and caring exemplify what it means to be a caregiver.  She has an encyclopedic fund of medical knowledge.  Her write ups were always on time, well written, and well researched.  She was a pleasure to work with.","Granger, Hermione",Hermione,Granger,,11/17/17,2017,7,0.4,G,General,"Barron, Beth"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Short Answer,"<b>Areas for Improvement </b>
Please comment on areas where this student's performance could be improved. These comments will be shared with the student but not included in the MSPE (Dean's) letter.",,,,,Summary,Evaluation,,"Granger, Hermione",Hermione,Granger,,11/17/17,2017,7,0.4,G,General,"Barron, Beth"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,<b>Physical examination skills</b><br>,4<bR><br>,4,4,,Summary,Evaluation,,"Granger, Hermione",Hermione,Granger,,11/17/17,2017,7,0.4,1,History and Physical,"Barron, Beth"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,<b>History taking skills</b><br>,4<bR><br>,4,4,,Summary,Evaluation,,"Granger, Hermione",Hermione,Granger,,11/17/17,2017,7,0.4,1,History and Physical,"Barron, Beth"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,<strong>Presentation skills: new patient and follow up</strong>,4<bR><br>,4,4,,Summary,Evaluation,,"Granger, Hermione",Hermione,Granger,,11/17/17,2017,7,0.4,6,Oral Presentation,"Barron, Beth"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,Professionalism<br>,4<bR><br>,4,4,,Summary,Evaluation,,"Granger, Hermione",Hermione,Granger,,11/17/17,2017,7,0.4,T,Trustworthiness,"Barron, Beth"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Short Answer,Comments from house staff and attendings,,,,,Summary,Evaluation,"
ALLEN HOUSESTAFF

Penelope was incredible. For some of our most complicated patients she really took the time to read and think and pushed our differential as a team, most memorably when she synthesized a patient's delirium, negative tox screen, and complex social history into a compelling diagnosis of clonazepam withdrawal. In advancing her patients' care she was our de facto sub-I for the two weeks she was on service. She was able to manage multiple complicated patients with ease. She is also a pro at a-sticks, has an impressive fund of knowledge, and is sharply attuned to team dynamics. Really a pleasure to work with. 

Fund of knowledge: Penelope's fund of medical knowledge was excellent. Not only did she enter the rotation with a substantial grasp of pathophysiology and management, but Penelope consistently read up on patients and conditions. She shared her learning with the medical team, acting not only as a curious learner but also educator 
Patient care skills: empathic, patient-centered, took the time to talk to patients and hear their concerns which often led to new clinically-relevant information being unearthed
Presentations: succinct, contained all relevant information, accurate
Communication skills: practice closed-loop communication, reliable, comfortable talking to consultants. Was especially impressed one busy afternoon when she provided signout to accepting team for transfer for a patient she had not formally followed, which demonstrated how engaged she as in all patients' care
Professionalism: outstanding. Worked well with all members of interdisciplinary team. Responsible, thoughtful, kind, team player. Took on tasks not exclusive to her dedicated patients she was following.
Team work: as above, exceedingly collaborative. 

Penelope shows clear enthusiasm for Medicine and goes out of her way to make sure that she is learning, requesting and giving feedback, and taking care of her patients. She is working hard to prepare herself for residency by taking on more patients and more patient care tasks. She is rapidly developing her clinical knowledge and develops thorough plans for patients' work-up. She can continue to improve by building her confidence with less common diagnoses and by practicing using open-ended questions in patient interviews.

Penelope was an exceptional medical student during my time working with her over the course of a week in the Allen ICU. Her presentations were extremely succinct, well organized and thorough, which was perfect for the ICU setting. It was very impressive how she also managed to present mostly from memory, which is something very difficult to do in ICU patients with many ongoing active issues. She chose to admit and follow patients that were particularly interesting and very challenging from a diagnostic and management standpoint - in particular she worked up a young patient with severe acidosis (pH<6.9) with acute ketoacidosis of unclear etiology and helped tremendously with her management by finding case reports of very similar presentations. She continued to follow the patients after completing the rotation and updated me on their condition after I had left the service as well.  She was an avid self-directed learner and often looked up journal articles and reviews related to active issues with several of her patients - this was extraordinarily helpful for both patient management and education of the entire team. Penelope was truly a team player and it would be great to work with her again in the future!
(L, M.D)


ALLEN ATTENDINGS

General-Penelope was enthusiastic throughout her rotation but sometimes she had trouble finding her place within the team. 
Fund of knowledge - curious and motivated.
Patient care skills: took good history and reported okay physical exams. 
Presentations: clear and succinct, also accurate however not from memory. 
Communication skills: she made honest attempt to communicate with the team, but sometimes spoke up at odd times. 
Professionalism - not particularly self directed, has some preoccupation performance. 
Team work: definitely tried to be team player
Teaching: do not remember if this occurred or not so cannot comment. 

Fund of knowledge -	Intellectually curious, showed that she was reading about her patients. One patient in particular was complicated medically, unclear etiology of her metabolic disarray, delirium and respiratory failure.  While the whole team up to the attending was stumped, Penelope kept up with the team bringing up possibilities in the differential diagnosis, suggesting workup to help narrow the Ddx, and taking it upon herself to read up on some of the rarer possibilities.  She was also very consistent with asking questions to fill knowledge gaps. 
Patient care skills - In the above case, Penelope diligently pursued collateral information on her patients to help us better understand the clinical context and to add to or narrow our Ddx. 
Presentations -	I honestly don't recall that her presentations were from memory, but they were clear, accurate and succinct.  On occasion she would need to review in the EMR for details that she did not know off-hand that were relevant to the presentation, but that is part of gaining knowledge of clinical relevance (see patient care skills). 
Communication skills - Excellent communication skills.  Had a great rapport with the multidisciplinary staff. Was actively involved w/ consult services.  Consistently developed an outstanding rapport with patient families and as such able to get relevant details that were important to patient care. 
Professionalism - Excellent contributor to the team effort. Integrated well into the team as an MCY student in a busy ICU environment. 
Team work - Excellent contributor to the team effort. Integrated well into the team as an MCY student in a busy ICU environment. 
Teaching - No fellow students. But readily shared knowledge gained from reading specifically about patient, as well as information / collateral history obtained from family and OSH providers.  

Fund of knowledge : very good fund of knowledge and curiosity about physiologic processes. Penelope's curiosity about medicine is impressive, throughout our time she asked great questions and independently researched different topics.
Patient care skills: took complete ownership of her patients, spoke to families and took the time to make patients feel comfortable with the ICU.  Her compassion is truly amazing.
Presentations: Good presentations. Constantly sought feedback on how to improve presentations.
Communication skills: works well with entire multidisciplinary team. Takes time to introduce herself to nurses and ancillary staff.
Professionalism always professional. Engaged and thoughtful )
Team work: ally was an integral part of the team and worked very well with everyone. She volunteered to help in any way she could and was always enthusiastic.
Teaching: independently investigated different patients and offered valuable insight into patient care. ","Clearwater, Penelope",Penelope,Clearwater,,11/17/17,2017,7,0,G,General,"Cutrer, Bill"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Short Answer,Comments on the Observed H and P,,,,,Summary,Evaluation,"Very organized, showed empathy and respect to the patient.  She asked appropriate questions and performed a thorough physical exam.","Granger, Hermione",Hermione,Granger,,11/17/17,2017,7,0.4,1,History and Physical,"Barron, Beth"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,<b>Write ups</b>,5<bR>,5,5,,Summary,Evaluation,,"Granger, Hermione",Hermione,Granger,,11/17/17,2017,7,0.4,5,Patient record,"Barron, Beth"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Short Answer,Comments from house staff and attendings,,,,,Summary,Evaluation,"ALLEN HOUSESTAFF

Seamus's enthusiasm, eagerness to learn, and teamwork were such a wonderful contribution to the team. He has a good fund of knowledge and a solid foundation. His patient care skills are more than diligent - he once picked up a major finding on history that both residents missed and led to a completely different path for the patient. He was tireless in his efforts to gather collateral, was clear and professional. He will make a wonderful physician in the future, and I was so thrilled to have worked with him. 

Professional, and always willing to help the team. Because of Seamus's detailed history taking, we even discovered that a patient had severe depression and suicidality, something we as the residents had missed; which completely changed the patient's treatment trajectory. Overall Seamus had a great attitude, gave great presentations on rounds, built therapeutic alliances with patients and families, performed detailed histories and physicals and was really nice to work with. 

I worked directly with Seamus and found him to be an essential part of our team by the end of my time with him. He was curious and had a good fund of knowledge. He was diligent and careful with his history and physical exam, and his patients universally loved the sensitive and professional care he provided. His presentations were well-organized and became increasingly focused as the rotation progressed. It was a pleasure to work with Seamus and he will be a great resident. 



ALLEN ATTENDINGS

Seamus was an actively contributing member of our medical team, eager to admit new patients and pick up patients of his own. He followed his patients and presented them very well each morning, though there were occasional details missed. Seamus was clearly reading about his patients at home, which was phenomenal, and he would also read studies that we mentioned on rounds and bring in his perspective on them the following day.


Seamus was always engaged and asking about pathophysiology. He would often take it upon himself to look up the rationale behind decisions and then share with the team. In one impromptu discussion about a patient with an UGIB, Seamus recalled a study he had read about UGIB management and was able to recite the study findings and explain the rationale with ease - the residents did not even know the study in the same level of detail as Seamus did! He also gave an excellent presentation on secondary progressive MS that was clear, concise, and relevant to our patient. His presentations were overall good, but could continue to focus on using the data to tell the patient's story that makes the overall differential and conclusion obvious to the listener. He was always professional, always willing to go above and beyond to help out the team and his patients, and will be a phenomenal resident. ","Finnigan, Seamus",Seamus,Finnigan,,3/31/17,2017,2,0.4,G,General,"Phillipi, Carrie"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,Professionalism<br>,4<bR><br>,4,4,,Summary,Evaluation,,"Finnigan, Seamus",Seamus,Finnigan,,3/31/17,2017,2,0.4,T,Trustworthiness,"Phillipi, Carrie"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,<strong>Presentation skills: new patient and follow up</strong>,4<bR><br>,4,4,,Summary,Evaluation,,"Finnigan, Seamus",Seamus,Finnigan,,3/31/17,2017,2,0.4,6,Oral Presentation,"Phillipi, Carrie"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,<strong>Presentation skills: new patient and follow up</strong>,4<bR><br>,4,4,,Summary,Evaluation,,"Clearwater, Penelope",Penelope,Clearwater,,11/17/17,2017,7,0,6,Oral Presentation,"Cutrer, Bill"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Short Answer,"<b>Areas for Improvement </b>
Please comment on areas where this student's performance could be improved. These comments will be shared with the student but not included in the MSPE (Dean's) letter.",,,,,Summary,Evaluation,I don't have anything specific. She should keep doing what she is doing and start to focus on higher order skills such as thinking about patient management and efficiency because she has the third year medical student skills down.,"Clearwater, Penelope",Penelope,Clearwater,,11/17/17,2017,7,0,G,General,"Cutrer, Bill"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Short Answer,"Narrative Comments
<br> </br>
Please comment on this student's performance in each competency. Comments should refer to specific behaviors, reinforce/clarify your above ratings, and particularly address areas of strength and weakness. These comments may be included in the Dean's Letter.",,,,,Summary,Evaluation,"Penelope is an exceptional student. She has a very strong foundation of knowledge that exceeds what I would expect at her level. She clearly has a deep interest and love of physiology. This strong foundation of knowledge feeds her exceptional clinical reasoning skills. She is able to take very organized histories because she is clearly formulating a differential diagnosis in her head while speaking with the patient. Her write ups were outstanding. The histories were very detailed but relevant and organized. She knew all of her patients very well. Her PEs were also very detailed and always included relevant positive and negative findings. Her assessment and formulations were where she really shined. I was truly impressed by her level of reading and understanding of clinical problems. She did two weeks in the ICU and was able to get a handle of very complex patients. SHe had a very complicated patient with a metabolic acidosis and osmolar gap. She wrote an outstanding write up on this problem and what she thought was going on based in physiology. 

She is also a pleasure to work with. She is great with patients and her fellow students. She clearly loves to teach and did multiple informative presentations to the group. She truly seems to love to learn for learning's sake.","Clearwater, Penelope",Penelope,Clearwater,,11/17/17,2017,7,0,G,General,"Cutrer, Bill"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,<b>Write ups</b>,5<bR>,5,5,,Summary,Evaluation,,"Clearwater, Penelope",Penelope,Clearwater,,11/17/17,2017,7,0,5,Patient record,"Cutrer, Bill"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,<b>Teamwork and Professionalism</b>,4<bR><br>,4,4,,Summary,Evaluation,,"Clearwater, Penelope",Penelope,Clearwater,,11/17/17,2017,7,0,T,Trustworthiness,"Cutrer, Bill"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,<b>History taking skills</b><br>,5<bR>,5,5,,Summary,Evaluation,,"Clearwater, Penelope",Penelope,Clearwater,,11/17/17,2017,7,0,1,History and Physical,"Cutrer, Bill"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,<b>Physical examination skills</b><br>,4<bR><br>,4,4,,Summary,Evaluation,,"Clearwater, Penelope",Penelope,Clearwater,,11/17/17,2017,7,0,1,History and Physical,"Cutrer, Bill"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Short Answer,Comments from house staff and attendings,,,,,Summary,Evaluation,"Dr N: Hermione Granger is a hard-working, conscientious, interactive, and responsible medical student, with an excellent work ethic, who came to this rotation with a highly evident commitment to compete each day with the knowledge and gratification of newly acquired information, and the gratification of making a difference in the lives of the patients with whom she was able to effectively interact as part of the patient care team. Her learning grew continuously and seamlessly each day of this rotation, and it was nurtured by her commitment to understand underlying pathophysiologic principles and the relationship of those principles with the overt clinical diseases states in which her patients presented. Her standards of performance and commitment to continued and progressive growth and development were highly evident throughout.
Relevant to patient care skills, Ms. Granger showed fine skill in history taking, and comfortably covered all of the often multiple medical issues her patients faced, but still securing the preeminence of the fundamental clinical problem while adequately including all other medical issues and needs that had to be addressed. Her physical examination skills grew well, and as an integral component of her much sought feedback to all components of her educational experience, she would seek the counsel and mentorship of residents and attending physicians to confirm the continued refinement of her physical examination skill set. Along with her resident teammates, and as an important member of the patient care team, Ms. Granger took ownership of her patients and actively participated in the case management process. As a result, she had fine mastery of each of her cases, with solid command of her oral presentations, replete with appropriate emphasis, sequence, and balance. Likewise, her written case studies were thoughtfully done, a result of obvious hard work, dedication, and incorporation of evidence based literary resources that greatly enhanced the flow and critical understanding of the many components of her differential diagnosis. Her clinical enthusiasm was evident in the manner of her presentations, and her responsiveness to queries at the end of the presentation from her student colleagues.
Ms. Granger is an excellent communicator. Thoughtful and attentive to the comments and queries of others, but likewise very participatory and engaged in case discussions and teaching rounds, it was evident that she well understood both the dynamics and the indispensability of the rounding process, with the natural flow of relevant clinical pieces of information that were brought to heightened levels of discussion through a mastery of the underlying subject matter. Ms. Granger is also highly professional in manner and conduct, with demonstrable integrity in her commitment to study and learn, and the necessity of its applicability to the care and well-being of her patients. She focused much on the magnitude of her responsibility, and her passion for medicine was underscored by her general concern for thoughtful case work-ups and appropriate studies, continuous efferent response to information and data that was generated, and the necessity of an overall care plan in anticipation of completion of all that could be done on the in-patient service. Her teamwork was evident in her relationship with her student colleagues and with her residents, who gave her high words of praise.
A, MD - did not present a patient to the group. She readily understood medical issues and is average in her knowledge base. She accepted feedback readily.
M, MD - Hermione is an impressive student with a compassionate personality. She is comprehensive in her presentations and follows up closely with patients.
D, MD- Hermione is an intelligent student who is very helpful on the team. She gave a great presentation on refeeding syndrome; it was also well organized and informative.
J, MD - Hermione was a pleasure to work with. She was hardworking, very proactive and always eager to learn and present topics during rounds. When she presented her patients during rounds, it was thorough and very organized. She knew her patients well. Her medical topic presentations were excellent. I would be happy to work with Hermione again! Overall Hermione was one of the best medical students I have had the opportunity to work with. In addition to helping the medicine team out with routine tasks like calling consults and following up labs, she would help the other students out as well and was a great team player, which is always a great thing to see.","Granger, Hermione",Hermione,Granger,,11/17/17,2017,7,0.4,G,General,"Barron, Beth"
SPE - Medicine Away Clerkship,MCY,MEDI,MEDI 7202,Multiple Choice,<b>Teamwork and Professionalism</b>,4<bR><br>,4,4,,Summary,Evaluation,,"Granger, Hermione",Hermione,Granger,,11/17/17,2017,7,0.4,T,Trustworthiness,"Barron, Beth"
